CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
28389,Male,49,98,8
28390,Male,48,111,89
28391,Female,29,82,31
28392,Female,32,43,92
28393,Female,34,106,80
28394,Female,38,53,2
28395,Male,36,58,16
28396,Female,46,110,32
28397,Male,60,64,10
28398,Female,53,42,10
28399,Male,46,97,64
28400,Female,36,120,97
28401,Female,36,72,31
28402,Male,46,107,46
28403,Female,29,68,37
28404,Male,45,41,85
28405,Female,58,80,77
28406,Female,50,86,33
28407,Male,50,130,5
28408,Male,35,106,66
28409,Female,52,71,54
28410,Female,45,57,35
28411,Female,30,74,39
28412,Male,52,70,56
28413,Female,54,81,23
28414,Female,56,97,11
28415,Male,51,64,25
28416,Male,30,98,5
28417,Female,55,116,62
28418,Male,45,127,56
28419,Female,33,61,80
28420,Male,35,55,4
28421,Female,50,49,70
28422,Male,30,42,1
28423,Male,42,115,42
28424,Female,39,120,23
28425,Male,25,99,14
28426,Female,47,58,51
28427,Female,29,75,19
28428,Female,40,109,78
28429,Female,59,44,29
28430,Male,43,48,8
28431,Female,28,98,53
28432,Male,39,81,52
28433,Male,48,100,73
28434,Male,44,78,42
28435,Female,44,95,50
28436,Male,23,109,98
28437,Female,45,74,49
28438,Male,43,67,13
28439,Female,27,130,90
28440,Male,39,77,12
28441,Male,53,90,12
28442,Female,31,115,24
28443,Male,48,128,40
28444,Female,29,110,14
28445,Male,54,102,23
28446,Male,59,121,60
28447,Male,23,123,47
28448,Male,40,85,50
28449,Female,28,128,83
28450,Male,49,111,11
28451,Female,34,121,53
28452,Male,52,51,51
28453,Female,58,118,15
28454,Female,50,59,74
28455,Male,38,77,90
28456,Male,51,106,43
28457,Male,43,58,62
28458,Male,29,77,6
28459,Female,32,101,48
28460,Female,32,98,69
28461,Female,51,44,91
28462,Female,42,75,70
28463,Male,50,60,36
28464,Male,49,74,93
28465,Male,57,73,19
28466,Male,52,81,6
28467,Female,55,81,18
28468,Female,32,101,26
28469,Female,41,91,30
28470,Female,58,76,75
28471,Male,46,96,72
28472,Female,49,119,80
28473,Female,48,58,60
28474,Male,56,67,27
28475,Male,26,96,85
28476,Male,26,71,45
28477,Female,30,81,91
28478,Male,29,73,94
28479,Female,48,101,74
28480,Female,29,57,94
28481,Female,39,94,1
28482,Male,39,86,33
28483,Female,58,127,84
28484,Female,25,65,75
28485,Male,52,96,60
28486,Female,47,127,81
28487,Female,58,53,22
28488,Male,40,69,56
28489,Female,39,103,32
28490,Male,51,58,26
28491,Male,58,101,32
28492,Male,25,63,27
28493,Female,39,98,87
28494,Female,45,47,9
28495,Male,59,71,78
28496,Female,25,69,84
28497,Female,51,60,51
28498,Male,55,90,93
28499,Female,36,49,18
28500,Female,55,116,26
28501,Male,56,130,74
28502,Male,35,61,97
28503,Male,48,66,70
28504,Male,30,94,11
28505,Male,24,116,60
28506,Female,46,111,53
28507,Female,60,64,15
28508,Male,47,121,6
28509,Male,31,114,28
28510,Male,36,130,7
28511,Male,45,43,28
28512,Female,31,47,42
28513,Male,58,58,8
28514,Female,26,51,16
28515,Male,38,104,23
28516,Female,39,71,66
28517,Female,24,130,26
28518,Female,22,48,66
28519,Female,43,96,95
28520,Female,29,84,42
28521,Male,48,107,92
28522,Male,58,74,77
28523,Male,56,70,11
28524,Male,23,99,12
28525,Male,52,115,36
28526,Male,57,130,72
28527,Male,53,119,18
28528,Male,27,86,70
28529,Female,56,126,72
28530,Male,43,96,86
28531,Female,54,125,98
28532,Female,38,55,56
28533,Male,23,50,27
28534,Male,30,93,93
28535,Male,60,101,5
28536,Male,30,104,35
28537,Female,24,79,43
28538,Male,31,122,31
28539,Male,54,63,53
28540,Female,38,99,98
28541,Female,34,106,2
28542,Male,41,60,24
28543,Male,49,95,85
28544,Female,40,73,13
28545,Female,30,40,49
28546,Female,48,123,65
28547,Female,56,77,56
28548,Female,40,42,34
28549,Female,41,80,64
28550,Male,40,116,59
28551,Male,49,86,49
28552,Female,26,120,16
28553,Female,51,48,65
28554,Female,53,116,33
28555,Male,31,87,88
28556,Male,44,119,75
28557,Male,31,116,15
28558,Male,25,128,26
28559,Male,27,125,88
28560,Female,49,41,10
28561,Male,47,110,67
28562,Female,39,88,60
28563,Female,56,57,32
28564,Male,42,91,80
28565,Male,52,86,26
28566,Male,27,69,71
28567,Female,29,90,39
28568,Female,40,63,42
28569,Female,26,84,34
28570,Male,32,44,68
28571,Male,59,101,64
28572,Female,31,106,78
28573,Male,37,71,24
28574,Male,42,41,5
28575,Female,24,61,86
28576,Male,37,74,90
28577,Female,48,50,21
28578,Male,34,109,13
28579,Male,59,78,91
28580,Male,50,114,20
28581,Male,56,83,54
28582,Male,52,41,78
28583,Female,29,67,73
28584,Female,31,56,6
28585,Male,33,77,62
28586,Male,52,126,56
28587,Female,58,45,54
28588,Male,54,93,77
28589,Female,38,87,48
28590,Female,47,117,34
28591,Male,55,42,39
28592,Female,37,40,98
28593,Female,29,114,41
28594,Male,53,83,38
28595,Female,45,103,61
28596,Male,26,71,57
28597,Male,33,124,15
28598,Female,23,115,76
28599,Female,28,48,10
28600,Male,40,120,42
28601,Male,24,48,79
28602,Female,48,108,80
28603,Female,26,53,19
28604,Female,32,109,32
28605,Female,48,62,77
28606,Female,25,114,62
28607,Male,28,112,40
28608,Male,36,120,67
28609,Female,24,62,62
28610,Male,40,80,29
28611,Female,35,113,6
28612,Male,36,128,80
28613,Male,28,127,67
28614,Male,23,121,25
28615,Male,33,88,81
28616,Female,38,62,68
28617,Male,25,63,12
28618,Female,42,62,3
28619,Female,54,119,26
28620,Male,49,116,23
28621,Male,29,92,42
28622,Male,37,50,74
28623,Male,43,41,5
28624,Male,46,45,12
28625,Female,22,42,3
28626,Female,40,47,8
28627,Male,57,77,26
28628,Male,32,49,58
28629,Female,44,89,76
28630,Female,40,62,45
28631,Female,52,114,59
28632,Male,46,81,34
28633,Male,42,67,28
28634,Female,25,96,42
28635,Male,49,87,19
28636,Female,25,61,48
28637,Male,33,91,99
28638,Male,31,103,49
28639,Female,24,83,87
28640,Male,55,118,66
28641,Male,47,85,7
28642,Female,49,85,70
28643,Female,22,83,22
28644,Female,49,109,1
28645,Female,47,129,56
28646,Female,42,115,41
28647,Female,38,81,33
28648,Female,26,48,12
28649,Male,42,83,44
28650,Male,32,53,100
28651,Male,36,77,87
28652,Female,22,63,93
28653,Male,28,122,74
28654,Female,39,58,71
28655,Male,49,88,26
28656,Female,37,85,46
28657,Female,34,70,85
28658,Male,36,75,79
28659,Female,33,86,5
28660,Female,45,106,25
28661,Female,38,103,97
28662,Female,39,105,61
28663,Female,22,52,38
28664,Male,37,93,75
28665,Female,49,67,53
28666,Female,43,47,66
28667,Male,33,47,15
28668,Female,31,123,24
28669,Male,29,81,87
28670,Female,51,50,59
28671,Male,57,123,100
28672,Male,22,97,60
28673,Female,31,98,59
28674,Male,59,92,16
28675,Female,51,93,93
28676,Male,39,41,79
28677,Female,45,58,34
28678,Male,40,42,83
28679,Male,47,104,2
28680,Female,51,123,28
28681,Female,54,64,57
28682,Female,56,62,13
28683,Female,45,124,76
28684,Female,36,48,94
28685,Female,30,60,17
28686,Female,52,123,85
28687,Male,25,49,77
28688,Female,32,70,2
28689,Female,52,111,34
28690,Female,55,54,87
28691,Male,39,112,48
28692,Female,40,105,15
28693,Male,51,100,31
28694,Male,56,77,77
28695,Male,56,84,88
28696,Female,54,101,72
28697,Male,30,48,68
28698,Female,49,82,44
28699,Female,32,70,99
28700,Female,43,100,36
28701,Female,34,54,23
28702,Male,28,129,10
28703,Female,56,57,6
28704,Female,36,46,34
28705,Male,46,67,94
28706,Female,23,81,14
28707,Female,30,56,47
28708,Male,31,45,43
28709,Female,32,82,100
28710,Male,44,90,45
28711,Female,41,66,1
28712,Male,29,114,73
28713,Female,29,114,12
28714,Female,25,116,21
28715,Female,38,115,72
28716,Male,29,117,77
28717,Male,35,61,99
28718,Female,26,67,66
28719,Female,47,50,81
28720,Male,48,97,76
28721,Male,51,44,19
28722,Female,30,116,10
28723,Female,23,58,58
28724,Male,39,87,63
28725,Male,28,130,70
28726,Female,51,128,27
28727,Female,42,66,65
28728,Male,26,108,3
28729,Male,33,97,25
28730,Male,24,96,73
28731,Male,29,109,66
28732,Female,50,42,52
28733,Female,47,127,17
28734,Male,27,123,17
28735,Male,51,130,18
28736,Female,28,79,54
28737,Male,60,58,27
28738,Female,49,116,80
28739,Male,46,59,40
28740,Male,27,130,34
28741,Male,57,84,80
28742,Male,52,56,27
28743,Male,49,47,91
28744,Male,47,89,21
28745,Male,53,105,3
28746,Male,24,61,95
28747,Male,51,44,73
28748,Male,42,114,62
28749,Male,41,98,14
28750,Male,25,58,58
28751,Male,23,59,99
28752,Male,32,95,17
28753,Female,47,94,50
28754,Male,30,65,64
28755,Female,38,120,19
28756,Male,29,110,7
28757,Female,25,44,39
28758,Male,26,130,48
28759,Male,26,103,46
28760,Male,25,88,5
28761,Female,39,52,99
28762,Male,43,63,10
28763,Male,58,80,20
28764,Female,35,101,2
28765,Male,34,66,10
28766,Male,45,114,61
28767,Male,32,91,11
28768,Female,46,106,36
28769,Female,43,72,17
28770,Male,26,75,63
28771,Female,53,68,65
28772,Female,42,85,59
28773,Male,38,53,93
28774,Female,40,82,78
28775,Female,28,84,49
28776,Female,55,121,99
28777,Male,42,116,42
28778,Female,25,54,20
28779,Male,30,114,57
28780,Male,55,123,47
28781,Female,41,55,38
28782,Female,50,79,25
28783,Female,35,117,87
28784,Female,25,95,9
28785,Female,30,119,34
28786,Female,32,97,87
28787,Female,44,115,3
28788,Female,54,70,24
28789,Female,59,41,67
28790,Female,31,107,46
28791,Male,49,126,58
28792,Female,51,123,43
28793,Female,59,59,40
28794,Female,35,90,37
28795,Male,39,118,18
28796,Male,34,61,27
28797,Male,50,74,54
28798,Male,54,76,14
28799,Male,57,99,78
28800,Male,36,89,25
28801,Male,53,111,52
28802,Male,59,82,88
28803,Female,48,117,27
28804,Female,29,122,92
28805,Female,29,87,70
28806,Female,57,59,46
28807,Male,24,78,91
28808,Female,23,60,44
28809,Female,27,44,86
28810,Male,23,90,83
28811,Male,57,43,59
28812,Male,22,42,7
28813,Male,53,84,92
28814,Female,60,130,78
28815,Male,42,68,14
28816,Male,29,64,26
28817,Male,36,81,82
28818,Male,58,118,21
28819,Female,52,99,5
28820,Female,44,122,14
28821,Female,34,84,61
28822,Female,58,77,39
28823,Female,22,130,76
28824,Male,28,97,23
28825,Female,47,81,48
28826,Male,44,89,83
28827,Female,53,117,43
28828,Male,39,42,21
28829,Male,50,85,8
28830,Female,43,119,10
28831,Male,45,53,16
28832,Male,28,117,46
28833,Female,57,111,26
28834,Male,31,87,30
28835,Male,26,119,83
28836,Male,47,43,64
28837,Male,26,116,15
28838,Male,29,52,26
28839,Female,46,72,93
28840,Male,34,117,28
28841,Male,29,88,38
28842,Male,32,103,14
28843,Female,52,81,4
28844,Female,50,124,73
28845,Male,50,129,8
28846,Female,56,60,10
28847,Female,49,115,63
28848,Male,57,117,82
28849,Male,26,99,34
28850,Male,39,121,32
28851,Male,33,63,27
28852,Male,50,55,67
28853,Female,37,106,50
28854,Female,31,126,81
28855,Male,47,105,68
28856,Male,29,68,68
28857,Female,36,52,95
28858,Female,26,86,46
28859,Female,32,98,42
28860,Female,46,72,61
28861,Male,41,74,2
28862,Female,29,106,67
28863,Male,42,113,18
28864,Male,35,97,84
28865,Female,56,97,72
28866,Female,57,74,24
28867,Male,40,101,64
28868,Male,25,127,67
28869,Female,28,41,30
28870,Male,34,108,98
28871,Male,50,82,97
28872,Male,34,83,60
28873,Female,28,121,18
28874,Female,29,95,65
28875,Female,44,105,26
28876,Female,40,62,77
28877,Male,48,83,46
28878,Female,52,100,67
28879,Female,41,70,94
28880,Female,44,47,24
28881,Male,39,68,19
28882,Male,39,123,9
28883,Male,28,107,54
28884,Female,58,52,63
28885,Male,56,70,93
28886,Male,39,104,85
28887,Male,31,129,52
28888,Male,34,41,82
28889,Female,34,100,47
28890,Female,43,119,84
28891,Female,59,101,75
28892,Male,28,97,31
28893,Male,29,45,90
28894,Female,29,92,51
28895,Male,35,60,3
28896,Female,51,47,77
28897,Female,50,73,66
28898,Male,23,109,91
28899,Female,59,125,59
28900,Female,39,52,60
28901,Female,30,63,71
28902,Male,33,122,96
28903,Male,42,51,96
28904,Female,49,56,77
28905,Male,25,45,38
28906,Female,54,124,2
28907,Female,26,104,69
28908,Male,26,44,62
28909,Female,42,78,61
28910,Male,51,74,55
28911,Male,33,42,79
28912,Female,60,122,27
28913,Female,46,54,24
28914,Male,57,64,35
28915,Female,33,89,98
28916,Female,23,96,47
28917,Female,25,113,50
28918,Male,26,99,11
28919,Female,34,80,68
28920,Male,50,60,8
28921,Male,43,102,14
28922,Female,56,109,90
28923,Female,35,85,43
28924,Female,53,100,40
28925,Female,52,118,10
28926,Male,53,66,94
28927,Male,37,82,98
28928,Male,37,85,40
28929,Male,27,59,57
28930,Female,52,78,75
28931,Male,41,127,95
28932,Male,28,45,48
28933,Male,41,60,78
28934,Female,49,117,95
28935,Male,35,106,80
28936,Female,38,79,97
28937,Male,29,85,88
28938,Female,54,48,75
28939,Male,24,92,30
28940,Male,48,74,67
28941,Female,51,86,19
28942,Male,32,115,83
28943,Female,52,53,94
28944,Female,59,81,83
28945,Male,38,87,94
28946,Male,33,56,20
28947,Male,37,96,1
28948,Female,22,94,98
28949,Female,45,77,2
28950,Male,52,43,90
28951,Male,33,62,64
28952,Male,37,125,25
28953,Female,26,54,34
28954,Female,39,104,61
28955,Female,37,70,5
28956,Male,25,112,1
28957,Male,60,60,82
28958,Male,49,101,26
28959,Female,36,107,49
28960,Male,44,68,8
28961,Female,26,60,69
28962,Female,49,116,3
28963,Female,48,46,100
28964,Male,53,62,55
28965,Female,52,130,48
28966,Female,41,94,42
28967,Female,53,92,78
28968,Male,26,71,88
28969,Female,43,70,60
28970,Male,50,126,2
28971,Female,22,42,11
28972,Male,38,102,20
28973,Male,25,121,58
28974,Female,42,109,2
28975,Male,53,107,89
28976,Female,57,43,77
28977,Male,48,89,45
28978,Female,54,96,33
28979,Female,58,57,38
28980,Male,49,68,93
28981,Male,24,127,58
28982,Female,37,121,59
28983,Female,22,129,98
28984,Female,23,68,64
28985,Female,26,113,12
28986,Male,51,69,29
28987,Female,34,129,32
28988,Male,43,54,94
28989,Male,46,100,23
28990,Male,52,60,59
28991,Male,47,100,26
28992,Female,45,53,8
28993,Female,58,129,92
28994,Male,23,44,22
28995,Female,49,121,18
28996,Female,34,125,49
28997,Female,57,40,3
28998,Male,59,116,33
28999,Female,43,130,68
29000,Male,22,101,8
29001,Male,28,61,42
29002,Female,45,52,16
29003,Female,56,47,11
29004,Male,31,116,77
29005,Male,54,113,57
29006,Male,60,112,30
29007,Female,49,46,28
29008,Female,36,126,100
29009,Female,51,103,99
29010,Male,42,82,38
29011,Male,47,43,23
29012,Female,54,93,56
29013,Male,40,115,62
29014,Female,36,107,94
29015,Male,24,57,38
29016,Male,22,42,57
29017,Male,40,97,85
29018,Female,23,62,24
29019,Female,30,67,30
29020,Female,22,92,63
29021,Male,56,45,90
29022,Female,42,78,66
29023,Male,24,40,19
29024,Female,42,64,4
29025,Male,47,41,50
29026,Male,24,112,93
29027,Female,24,104,53
29028,Male,55,80,83
29029,Female,44,122,18
29030,Female,25,78,52
29031,Female,39,105,21
29032,Female,58,94,64
29033,Female,60,83,64
29034,Female,42,82,73
29035,Male,59,59,13
29036,Male,47,71,47
29037,Female,53,52,83
29038,Male,24,83,90
29039,Female,51,48,61
29040,Male,59,116,77
29041,Female,59,124,99
29042,Female,46,130,99
29043,Male,24,66,5
29044,Female,26,86,34
29045,Male,36,73,34
29046,Female,54,73,27
29047,Male,40,130,21
29048,Male,57,81,63
29049,Female,56,82,37
29050,Male,40,101,86
29051,Male,37,116,32
29052,Male,39,121,47
29053,Female,59,51,57
29054,Female,24,62,9
29055,Male,45,94,41
29056,Female,38,57,39
29057,Female,45,75,21
29058,Female,52,50,41
29059,Female,42,76,3
29060,Female,37,74,23
29061,Male,45,96,10
29062,Female,38,102,45
29063,Female,48,98,7
29064,Female,30,67,88
29065,Male,57,99,93
29066,Female,28,59,28
29067,Female,42,116,55
29068,Female,30,48,34
29069,Female,31,55,54
29070,Male,23,66,74
29071,Female,30,126,50
29072,Female,22,72,64
29073,Female,41,121,34
29074,Male,52,122,94
29075,Female,35,70,72
29076,Male,52,84,99
29077,Female,46,62,5
29078,Female,32,50,83
29079,Female,44,76,38
29080,Female,30,56,94
29081,Female,30,94,65
29082,Male,35,128,73
29083,Male,60,74,98
29084,Male,35,69,51
29085,Female,30,58,77
29086,Female,32,77,42
29087,Female,39,92,53
29088,Female,43,63,72
29089,Male,31,89,45
29090,Female,57,42,97
29091,Female,39,104,47
29092,Male,41,112,14
29093,Female,36,60,65
29094,Female,31,128,81
29095,Female,59,109,5
29096,Female,57,93,43
29097,Male,29,70,71
29098,Female,58,101,90
29099,Female,31,129,88
29100,Female,48,68,77
29101,Male,36,104,60
29102,Female,52,100,50
29103,Male,53,97,59
29104,Male,58,83,81
29105,Female,37,100,16
29106,Male,56,51,9
29107,Female,25,52,68
29108,Male,50,60,77
29109,Male,29,120,38
29110,Male,39,78,88
29111,Female,35,118,15
29112,Male,30,79,17
29113,Male,56,92,71
29114,Male,30,87,14
29115,Female,50,124,45
29116,Female,55,102,42
29117,Female,49,119,17
29118,Male,48,50,86
29119,Male,46,107,1
29120,Male,42,60,97
29121,Male,41,53,82
29122,Female,32,116,86
29123,Male,39,79,74
29124,Male,52,47,85
29125,Female,34,115,7
29126,Female,53,117,92
29127,Female,40,48,31
29128,Female,55,57,92
29129,Male,23,106,31
29130,Male,26,55,38
29131,Female,49,102,56
29132,Male,31,127,88
29133,Male,31,60,71
29134,Male,59,90,96
29135,Male,44,63,38
29136,Female,28,104,74
29137,Female,23,72,77
29138,Male,31,48,10
29139,Female,51,65,50
29140,Male,28,79,94
29141,Female,60,119,84
29142,Female,40,124,21
29143,Male,59,55,74
29144,Female,43,129,21
29145,Male,41,45,35
29146,Male,44,54,30
29147,Male,56,97,1
29148,Male,23,46,99
29149,Male,38,41,32
29150,Female,23,93,53
29151,Male,35,121,37
29152,Male,54,48,65
29153,Female,24,44,34
29154,Female,27,105,14
29155,Female,32,40,43
29156,Male,26,79,43
29157,Female,38,107,46
29158,Female,45,75,38
29159,Female,27,103,40
29160,Female,60,115,28
29161,Female,34,40,49
29162,Female,59,108,71
29163,Male,27,127,53
29164,Male,38,100,91
29165,Male,45,108,57
29166,Male,51,58,49
29167,Male,30,68,23
29168,Male,34,49,64
29169,Male,37,109,25
29170,Female,54,104,41
29171,Female,49,58,92
29172,Male,58,76,56
29173,Female,50,89,2
29174,Female,52,73,50
29175,Male,25,67,24
29176,Male,38,87,50
29177,Female,30,93,18
29178,Female,32,109,33
29179,Female,51,127,77
29180,Male,51,61,25
29181,Female,22,69,50
29182,Female,54,113,13
29183,Female,29,70,39
29184,Male,32,69,81
29185,Female,27,58,72
29186,Female,34,92,14
29187,Male,60,45,20
29188,Female,55,113,81
29189,Female,26,129,89
29190,Female,43,96,20
29191,Female,38,65,11
29192,Male,24,80,2
29193,Female,57,53,73
29194,Female,44,83,83
29195,Female,27,124,24
29196,Female,26,53,82
29197,Female,24,112,79
29198,Female,59,72,19
29199,Female,43,101,82
29200,Male,48,86,42
29201,Male,47,115,92
29202,Female,55,72,88
29203,Female,47,63,13
29204,Male,54,96,23
29205,Male,46,95,1
29206,Male,49,83,94
29207,Male,59,111,76
29208,Male,38,45,9
29209,Male,52,44,33
29210,Female,54,85,11
29211,Male,35,105,75
29212,Male,45,112,42
29213,Female,27,116,38
29214,Male,43,129,74
29215,Female,57,62,88
29216,Female,51,63,91
29217,Female,36,80,22
29218,Male,32,89,95
29219,Female,52,127,57
29220,Male,27,83,37
29221,Female,22,119,78
29222,Male,24,50,27
29223,Male,32,105,76
29224,Male,58,109,44
29225,Male,33,98,22
29226,Male,50,88,20
29227,Female,54,88,25
29228,Male,40,110,66
29229,Male,23,52,51
29230,Female,38,119,47
29231,Male,38,46,36
29232,Female,58,62,13
29233,Female,28,114,7
29234,Male,37,128,59
29235,Female,44,83,11
29236,Female,59,73,20
29237,Male,35,61,11
29238,Female,37,116,87
29239,Male,32,104,17
29240,Male,24,63,60
29241,Female,43,51,50
29242,Male,46,75,17
29243,Female,45,46,43
29244,Female,32,63,5
29245,Female,49,49,6
29246,Female,23,51,91
29247,Female,57,117,67
29248,Female,45,128,6
29249,Male,59,110,87
29250,Female,57,90,62
29251,Male,55,59,61
29252,Female,36,120,19
29253,Female,50,112,50
29254,Male,26,61,12
29255,Female,24,46,46
29256,Male,26,126,94
29257,Male,29,73,18
29258,Male,29,55,43
29259,Female,57,65,59
29260,Male,28,118,52
29261,Female,55,69,86
29262,Female,33,40,5
29263,Male,51,70,62
29264,Female,38,50,70
29265,Male,30,103,58
29266,Male,24,113,12
29267,Male,26,129,52
29268,Female,27,83,32
29269,Female,31,42,16
29270,Female,50,101,49
29271,Female,53,41,89
29272,Female,51,70,59
29273,Male,42,40,39
29274,Female,27,55,39
29275,Female,22,87,89
29276,Female,32,106,87
29277,Male,43,51,51
29278,Female,50,58,55
29279,Male,46,93,7
29280,Female,25,61,14
29281,Male,48,43,55
29282,Male,44,122,46
29283,Male,50,72,13
29284,Female,58,95,83
29285,Male,23,118,45
29286,Female,24,92,38
29287,Male,23,62,87
29288,Female,49,82,11
29289,Female,28,48,36
29290,Female,43,68,37
29291,Female,47,66,30
29292,Male,52,92,76
29293,Male,23,44,1
29294,Female,49,76,97
29295,Female,35,120,16
29296,Male,39,90,68
29297,Male,29,123,13
29298,Male,48,105,3
29299,Male,40,80,47
29300,Male,52,96,27
29301,Male,22,92,20
29302,Female,53,68,70
29303,Male,53,51,54
29304,Male,48,114,87
29305,Male,45,106,31
29306,Male,25,58,24
29307,Female,49,122,31
29308,Male,48,40,52
29309,Male,33,42,75
29310,Male,41,128,27
29311,Female,52,51,53
29312,Female,48,77,50
29313,Male,59,114,59
29314,Male,36,61,52
29315,Female,43,110,8
29316,Male,42,82,74
29317,Female,33,109,85
29318,Male,40,59,85
29319,Male,39,104,4
29320,Female,35,95,24
29321,Male,54,88,59
29322,Male,60,45,77
29323,Male,33,101,72
29324,Male,56,115,20
29325,Male,52,104,63
29326,Male,40,50,96
29327,Male,33,99,19
29328,Male,26,97,57
29329,Female,45,41,2
29330,Female,41,71,25
29331,Male,58,69,94
29332,Male,43,51,70
29333,Male,53,101,36
29334,Female,37,116,56
29335,Male,27,52,14
29336,Male,35,57,6
29337,Female,40,40,57
29338,Male,59,48,100
29339,Female,43,50,3
29340,Male,24,54,24
29341,Male,46,45,86
29342,Male,33,57,24
29343,Female,46,86,19
29344,Male,43,127,86
29345,Male,26,75,45
29346,Female,36,108,51
29347,Male,53,54,52
29348,Female,31,90,66
29349,Female,49,42,36
29350,Male,41,129,65
29351,Female,41,40,66
29352,Female,23,112,5
29353,Female,28,80,62
29354,Male,55,49,21
29355,Female,36,115,16
29356,Female,26,56,99
29357,Female,49,107,66
29358,Male,44,102,49
29359,Male,45,72,24
29360,Female,57,82,81
29361,Female,23,52,80
29362,Male,49,92,47
29363,Male,37,106,69
29364,Male,49,103,82
29365,Female,48,42,22
29366,Male,29,49,65
29367,Male,45,104,48
29368,Male,26,125,18
29369,Male,34,126,88
29370,Female,24,67,23
29371,Female,30,97,27
29372,Female,56,40,51
29373,Female,31,98,54
29374,Female,35,69,90
29375,Male,49,128,83
29376,Female,36,128,77
29377,Male,33,84,63
29378,Female,25,47,68
29379,Male,57,121,65
29380,Male,60,106,86
29381,Female,54,89,67
29382,Female,59,96,49
29383,Male,60,52,73
29384,Female,23,47,76
29385,Male,42,63,8
29386,Female,26,94,54
29387,Female,24,72,6
29388,Male,51,74,80
29389,Female,35,76,93
29390,Female,29,85,77
29391,Female,48,57,37
29392,Male,55,44,10
29393,Male,52,123,77
29394,Male,48,91,59
29395,Female,39,99,100
29396,Male,42,53,60
29397,Male,59,107,54
29398,Male,51,60,56
29399,Male,22,94,61
29400,Female,29,121,50
29401,Male,29,122,6
29402,Male,42,92,74
29403,Female,57,76,25
29404,Male,35,90,61
29405,Male,51,63,7
29406,Female,27,107,18
29407,Male,52,90,10
29408,Female,27,73,76
29409,Male,31,80,72
29410,Male,45,125,86
29411,Female,30,50,50
29412,Female,24,79,2
29413,Female,31,44,57
29414,Female,28,126,68
29415,Male,44,119,58
29416,Female,28,79,31
29417,Male,41,44,99
29418,Male,24,125,92
29419,Female,23,92,33
29420,Male,54,94,3
29421,Male,49,65,57
29422,Female,42,91,60
29423,Female,31,64,54
29424,Male,53,111,51
29425,Male,47,62,81
29426,Female,52,84,40
29427,Female,24,44,9
29428,Male,37,113,66
29429,Male,57,111,39
29430,Male,24,45,32
29431,Male,32,59,52
29432,Male,25,48,80
29433,Male,47,89,4
29434,Female,60,95,89
29435,Male,30,49,17
29436,Male,40,108,51
29437,Female,38,124,93
29438,Female,35,76,50
29439,Female,49,56,38
29440,Female,48,59,38
29441,Male,35,46,41
29442,Male,42,101,28
29443,Female,48,61,10
29444,Male,31,88,75
29445,Male,30,120,1
29446,Male,44,68,8
29447,Female,51,48,43
29448,Female,55,129,76
29449,Male,53,98,28
29450,Male,43,82,62
29451,Male,44,67,75
29452,Female,58,105,33
29453,Female,45,65,71
29454,Male,41,124,48
29455,Male,35,130,30
29456,Male,50,51,16
29457,Female,43,57,17
29458,Female,43,127,51
29459,Male,47,102,94
29460,Female,50,68,100
29461,Female,57,43,100
29462,Female,56,97,80
29463,Male,22,75,21
29464,Male,23,129,73
29465,Male,50,53,8
29466,Female,32,95,63
29467,Female,46,78,11
29468,Female,26,91,32
29469,Male,56,130,34
29470,Female,45,58,27
29471,Female,44,83,94
29472,Male,41,61,89
29473,Female,48,43,4
29474,Female,38,79,63
29475,Male,50,58,58
29476,Male,57,94,16
29477,Male,33,83,74
29478,Female,39,104,96
29479,Male,38,93,77
29480,Female,24,92,12
29481,Male,44,86,61
29482,Female,27,85,20
29483,Male,58,91,38
29484,Female,43,42,9
29485,Male,56,46,97
29486,Male,52,92,77
29487,Male,31,108,2
29488,Male,60,79,82
29489,Male,59,85,6
29490,Male,25,114,7
29491,Female,49,83,25
29492,Male,43,74,55
29493,Male,29,44,94
29494,Female,38,102,20
29495,Female,43,69,10
29496,Female,36,118,12
29497,Female,51,123,22
29498,Female,37,120,21
29499,Female,46,67,43
29500,Female,57,50,14
29501,Male,48,55,82
29502,Male,53,106,33
29503,Female,40,83,20
29504,Female,43,130,9
29505,Female,58,47,22
29506,Male,43,67,95
29507,Male,49,114,19
29508,Female,58,97,78
29509,Male,31,118,68
29510,Female,29,106,96
29511,Male,40,113,100
29512,Male,30,73,90
29513,Female,59,54,63
29514,Female,46,54,31
29515,Male,36,124,62
29516,Female,23,73,50
29517,Female,35,55,34
29518,Male,45,85,71
29519,Male,39,62,88
29520,Female,35,95,94
29521,Male,46,50,97
29522,Female,44,78,67
29523,Male,44,70,42
29524,Female,29,45,99
29525,Male,40,124,37
29526,Male,38,54,55
29527,Male,23,91,9
29528,Male,49,72,58
29529,Male,26,60,90
29530,Female,51,82,72
29531,Female,60,109,10
29532,Female,30,98,77
29533,Male,29,80,47
29534,Female,56,82,95
29535,Male,43,114,84
29536,Female,45,92,68
29537,Female,44,85,39
29538,Male,45,88,93
29539,Male,30,54,46
29540,Male,40,91,3
29541,Male,60,74,27
29542,Female,50,52,16
29543,Male,25,55,84
29544,Female,42,108,46
29545,Male,39,108,39
29546,Male,41,123,81
29547,Female,52,59,1
29548,Female,46,58,38
29549,Female,56,88,99
29550,Male,28,61,57
29551,Male,25,107,2
